age,all_td,fumbles,fumbles_lost,g,gs,pass_att,pass_cmp,pass_int,pass_td,pass_yds,player,pos,rec,rec_td,rec_yds,rec_yds_per_rec,rush_att,rush_td,rush_yds,rush_yds_per_att,targets,two_pt_md,two_pt_pass
32,0,0,0,2,1,0,0,0,0,0,Michael Crabtree,WR,4,0,22,5.50,0,0,0,,5,,
25,0,0,0,1,0,0,0,0,0,0,Rashard Davis,WR,1,0,16,16.00,0,0,0,,1,,
24,0,0,0,6,3,0,0,0,0,0,Robert Davis,WR,2,0,17,8.50,0,0,0,,5,,
22,0,0,0,13,0,0,0,0,0,0,Ashton Dulin,WR,2,0,17,8.50,0,0,0,,2,,
26,0,2,0,10,0,0,0,0,0,0,Tyler Ervin ,RB,2,0,11,5.50,1,0,10,10.00,4,,
27,0,0,0,8,0,0,0,0,0,0,Darius Jennings,WR,2,0,17,8.50,0,0,0,,5,,
28,0,0,0,6,1,0,0,0,0,0,Marqise Lee ,WR,3,0,18,6.00,1,0,1,1.00,4,,
25,0,0,0,12,0,0,0,0,0,0,T.J. Logan,RB,2,0,13,6.50,3,0,10,3.33,3,,
26,0,0,0,8,2,0,0,0,0,0,Donte Moncrief,WR,4,0,18,4.50,0,0,0,,15,,
26,0,0,0,14,1,0,0,0,0,0,Chris Moore,WR,3,0,21,7.00,1,0,0,0.00,5,,
23,0,0,0,11,0,0,0,0,0,0,Stanley Morgan Jr.,WR,3,0,18,6.00,0,0,0,,10,,
22,0,0,0,4,1,0,0,0,0,0,Josh Oliver ,TE,3,0,15,5.00,0,0,0,,6,,
24,0,0,0,7,0,0,0,0,0,0,Samaje Perine,RB,0,0,0,,5,0,16,3.20,0,,
25,0,0,0,2,0,0,0,0,0,0,Eric Saubert,TE,2,0,21,10.50,0,0,0,,3,,
27,0,0,0,16,5,0,0,0,0,0,Keith Smith,RB,1,0,13,13.00,5,0,8,1.60,3,,
27,0,3,1,16,2,0,0,0,0,0,Diontae Spencer,WR,6,0,31,5.17,3,0,6,2.00,8,,
24,0,3,1,6,1,0,0,0,0,0,Bobo Wilson,WR,3,0,35,11.67,0,0,0,,11,,
28,0,0,0,5,0,0,0,0,0,0,Zach Zenner,RB,2,0,19,9.50,3,0,-2,-0.67,3,,
23,0,0,0,3,0,0,0,0,0,0,Josh Adams,RB,0,0,0,,8,0,12,1.50,0,,
26,0,0,0,8,5,0,0,0,0,0,Antony Auclair,TE,1,0,11,11.00,0,0,0,,3,,
25,0,0,0,3,0,0,0,0,0,0,Tony Brooks-James,RB,0,0,0,,8,0,7,0.88,0,,
26,0,0,0,6,3,0,0,0,0,0,Austin Carr,WR,1,0,9,9.00,0,0,0,,4,,
26,0,0,0,4,2,0,0,0,0,0,Sean Culkin,TE,1,0,12,12.00,0,0,0,,2,,
26,0,0,0,2,0,0,0,0,0,0,Josh Ferguson,RB,0,0,0,,3,0,9,3.00,0,,
29,0,0,0,2,1,0,0,0,0,0,Ryan Grant,WR,4,0,14,3.50,0,0,0,,9,,
24,0,1,1,2,2,52,28,4,0,228,Will Grier,QB,0,0,0,,7,0,22,3.14,0,,
30,0,0,0,2,0,4,2,0,0,18,Ryan Griffin,QB,0,0,0,,4,0,-1,-0.25,0,,
22,0,0,0,2,0,0,0,0,0,0,Damien Harris ,RB,0,0,0,,4,0,12,3.00,0,,
,,,,,,,,,,,,,,,,,,,,,,,
32,0,0,0,3,0,0,0,0,0,0,Dwayne Harris,WR,1,0,7,7.00,0,0,0,,1,,
23,0,0,0,1,0,0,0,0,0,0,Chris Herndon,TE,1,0,7,7.00,0,0,0,,2,,
26,0,0,0,5,0,0,0,0,0,0,Cody Hollister ,WR,2,0,13,6.50,0,0,0,,2,,
23,0,0,0,16,0,0,0,0,0,0,Buddy Howell ,RB,0,0,0,,5,0,10,2.00,0,,
25,0,0,0,4,3,0,0,0,0,0,Jakob Johnson,RB,1,0,5,5.00,0,0,0,,2,,
23,0,0,0,4,0,0,0,0,0,0,Charles Jones,TE,1,0,5,5.00,0,0,0,,1,,
23,0,0,0,4,0,0,0,0,0,0,John Kelly,RB,0,0,0,,3,0,9,3.00,0,,
26,0,0,0,11,6,0,0,0,0,0,Ben Koyack,TE,1,0,9,9.00,0,0,0,,3,,
27,0,0,0,15,6,0,0,0,0,0,Chris Manhertz,TE,1,0,11,11.00,0,0,0,,1,,
40,0,0,0,3,0,5,3,0,0,24,Josh McCown,QB,0,0,0,,2,0,-2,-1.00,0,,
24,0,0,0,8,0,0,0,0,0,0,Ryan Nall,RB,0,0,0,,2,0,8,4.00,0,,
22,0,0,0,6,0,0,0,0,0,0,Isaac Nauta,TE,2,0,13,6.50,0,0,0,,3,,
23,0,1,1,8,0,0,0,0,0,0,Gunner Olszewski,WR,2,0,34,17.00,0,0,0,,4,,
25,0,0,0,1,0,0,0,0,0,0,Ricky Ortiz,RB,1,0,8,8.00,0,0,0,,1,,
23,0,0,0,9,0,0,0,0,0,0,Jordan Scarlett,RB,0,0,0,,4,0,9,2.25,0,,
23,0,0,0,16,0,0,0,0,0,0,Dalton Schultz,TE,1,0,6,6.00,0,0,0,,2,,
24,0,0,0,3,0,0,0,0,0,0,Jaleel Scott,WR,1,0,6,6.00,0,0,0,,3,,
27,0,0,0,5,1,0,0,0,0,0,Scott Simonson,TE,2,0,11,5.50,0,0,0,,2,,
22,0,0,0,1,0,0,0,0,0,0,Jeff Smith,WR,1,0,12,12.00,0,0,0,,2,,
25,0,0,0,5,2,0,0,0,0,0,Tyrone Swoopes,TE,1,0,5,5.00,0,0,0,,1,,
26,0,3,0,14,0,0,0,0,0,0,De'Anthony Thomas,WR,1,0,6,6.00,2,0,5,2.50,2,,
23,0,0,0,5,2,0,0,0,0,0,Jordan Thomas,TE,1,0,8,8.00,0,0,0,,3,,
25,0,0,0,16,0,0,0,0,0,0,Mike Thomas,WR,2,0,14,7.00,0,0,0,,5,,
28,0,0,0,13,0,0,0,0,0,0,Levine Toilolo,TE,2,0,10,5.00,0,0,0,,2,,
24,0,0,0,8,0,0,0,0,0,0,De'Lance Turner,RB,0,0,0,,4,0,6,1.50,0,,
25,0,0,0,3,0,0,0,0,0,0,John Ursua,WR,1,0,11,11.00,0,0,0,,1,,
22,0,0,0,4,0,0,0,0,0,0,Dexter Williams,RB,0,0,0,,5,0,11,2.20,0,,
27,0,0,0,1,0,0,0,0,0,0,Jerell Adams,,0,0,0,,0,0,0,,0,,
26,0,0,0,1,0,0,0,0,0,0,Stephen Anderson,,0,0,0,,0,0,0,,0,,
26,0,0,0,5,0,0,0,0,0,0,Evan Baylis,,0,0,0,,0,0,0,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
24,0,0,0,1,0,0,0,0,0,0,Kendall Blanton,,0,0,0,,0,0,0,,0,,
25,0,0,0,3,0,4,3,0,0,15,Tim Boyle,QB,0,0,0,,5,0,-7,-1.40,0,,
25,0,0,0,3,0,0,0,0,0,0,Deante Burton,,0,0,0,,0,0,0,,0,,
25,0,0,0,4,0,0,0,0,0,0,Trenton Cannon,,0,0,0,,0,0,0,,0,,
31,0,0,0,5,1,0,0,0,0,0,Garrett Celek,,0,0,0,,0,0,0,,0,,
24,0,0,0,1,0,0,0,0,0,0,Jordan Chunn,,0,0,0,,0,0,0,,0,,
23,0,0,0,13,3,0,0,0,0,0,Chandler Cox,,0,0,0,,0,0,0,,0,,
25,0,0,0,1,0,0,0,0,0,0,River Cracraft,,0,0,0,,0,0,0,,0,,
28,0,0,0,2,1,0,0,0,0,0,Jerome Cunningham,,0,0,0,,0,0,0,,0,,
25,0,0,0,11,0,0,0,0,0,0,Darrell Daniels,TE,1,0,4,4.00,0,0,0,,3,,
23,0,0,0,2,0,0,0,0,0,0,Davion Davis,,0,0,0,,0,0,0,,0,,
31,0,0,0,2,2,0,0,0,0,0,James Develin,RB,0,0,0,,2,0,3,1.50,0,,
24,0,0,0,4,0,0,0,0,0,0,Garrett Dickerson,,0,0,0,,0,0,0,,0,,
26,0,0,0,2,0,0,0,0,0,0,Gehrig Dieter ,,0,0,0,,0,0,0,,0,,
22,0,0,0,1,0,0,0,0,0,0,Brandon Dillon,,0,0,0,,0,0,0,,0,,
27,0,0,0,1,0,0,0,0,0,0,Josh Doctson,,0,0,0,,0,0,0,,0,,
26,0,0,0,3,0,0,0,0,0,0,Alex Ellis,,0,0,0,,0,0,0,,0,,
29,0,0,0,2,0,0,0,0,0,0,David Fales,,0,0,0,,0,0,0,,0,,
27,0,0,0,2,0,0,0,0,0,0,David Fluellen,,0,0,0,,0,0,0,,0,,
26,0,0,0,6,0,0,0,0,0,0,D.J. Foster ,,0,0,0,,0,0,0,,0,,
24,0,0,0,3,0,0,0,0,0,0,Travis Fulgham,,0,0,0,,0,0,0,,3,,
23,0,0,0,4,0,0,0,0,0,0,Zach Gentry,TE,1,0,4,4.00,0,0,0,,1,,
28,0,0,0,5,0,3,0,0,0,0,Garrett Gilbert,QB,0,0,0,,3,0,-3,-1.00,0,,
24,0,0,0,16,0,0,0,0,0,0,Cullen Gillaspia,,0,0,0,,0,0,0,,0,,
29,0,0,0,16,0,0,0,0,0,0,C.J. Goodwin,,0,0,0,,0,0,0,,0,,
26,0,0,0,2,0,0,0,0,0,0,Cyril Grayson,WR,1,0,3,3.00,0,0,0,,1,,
27,0,0,0,3,1,0,0,0,0,0,Xavier Grimble,TE,1,0,3,3.00,0,0,0,,3,,
22,0,0,0,3,0,0,0,0,0,0,Jalen Guyton,,0,0,0,,0,0,0,,2,,
25,0,0,0,16,0,0,0,0,0,0,Justin Hardee,,0,0,0,,0,0,0,,1,,
35,0,0,0,16,0,0,0,0,0,0,Clark Harris,,0,0,0,,0,0,0,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
24,0,0,0,8,0,0,0,0,0,0,Krishawn Hogan,WR,1,0,4,4.00,0,0,0,,1,,
21,0,0,0,5,1,0,0,0,0,0,Lil'Jordan Humphrey,,0,0,0,,0,0,0,,1,,
24,0,0,0,1,0,0,0,0,0,0,Trenton Irwin,,0,0,0,,0,0,0,,0,,
22,0,0,0,1,0,0,0,0,0,0,Gary Jennings Jr,,0,0,0,,0,0,0,,0,,
23,0,0,0,1,0,0,0,0,0,0,Tom Kennedy,,0,0,0,,0,0,0,,0,,
24,0,0,0,3,0,0,0,0,0,0,Darvin Kidsy,,0,0,0,,0,0,0,,0,,
26,0,0,0,1,0,0,0,0,0,0,Keith Kirkwood,,0,0,0,,0,0,0,,0,,
29,0,0,0,1,1,0,0,0,0,0,Matt Lengel,,0,0,0,,0,0,0,,0,,
23,0,0,0,2,0,0,0,0,0,0,Josh Malone,,0,0,0,,0,0,0,,0,,
24,0,0,0,1,0,0,0,0,0,0,Jeremy McNichols ,,0,0,0,,0,0,0,,0,,
24,0,0,0,1,0,0,0,0,0,0,Trace McSorley,QB,0,0,0,,1,0,1,1.00,0,,
24,0,0,0,1,1,0,0,0,0,0,Carson Meier,,0,0,0,,0,0,0,,0,,
25,0,0,0,1,0,0,0,0,0,0,Jaydon Mickens,,0,0,0,,0,0,0,,0,,
31,0,0,0,1,0,0,0,0,0,0,Alfred Morris ,RB,0,0,0,,1,0,4,4.00,0,,
24,0,0,0,1,0,0,0,0,0,0,Nick Mullens ,QB,0,0,0,,3,0,-3,-1.00,0,,
25,0,0,0,12,0,0,0,0,0,0,Jojo Natson,,0,0,0,,0,0,0,,0,,
27,0,0,0,3,0,0,0,0,0,0,Roosevelt Nix,RB,2,0,4,2.00,0,0,0,,3,,
30,0,0,0,16,5,0,0,0,0,0,Jamize Olawale ,,0,0,0,,0,0,0,,2,,
24,0,0,0,16,0,0,0,0,0,0,Matthew Orzech,,0,0,0,,0,0,0,,0,,
28,0,0,0,11,0,0,0,0,0,0,Senorise Perry ,RB,1,0,1,1.00,3,0,3,1.00,1,,
23,0,0,0,3,0,0,0,0,0,0,Craig Reynolds,,0,0,0,,0,0,0,,0,,
27,0,0,0,1,0,0,0,0,0,0,Richard Rodgers ,,0,0,0,,0,0,0,,0,,
26,0,0,0,2,0,0,0,0,0,0,Cooper Rush,,0,0,0,,0,0,0,,0,,
25,0,0,0,1,0,0,0,0,0,0,Spencer Schnell,,0,0,0,,0,0,0,,0,,
26,0,0,0,2,0,0,0,0,0,0,Mason Schreck,,0,0,0,,0,0,0,,0,,
28,0,0,0,1,1,6,3,0,0,3,Trevor Siemian ,QB,0,0,0,,0,0,0,,0,,
34,0,0,0,16,0,0,0,0,0,0,Matthew Slater,,0,0,0,,0,0,0,,0,,
27,0,0,0,6,0,0,0,0,0,0,Rod Smith,,0,0,0,,0,0,0,,0,,
31,0,0,0,16,16,0,0,0,0,0,Nate Solder,,0,0,0,,0,0,0,,0,,
23,0,0,0,6,1,0,0,0,0,0,Jace Sternberger,,0,0,0,,0,0,0,,1,,
,,,,,,,,,,,,,,,,,,,,,,,
32,0,0,0,1,0,1,1,0,0,1,Alex Tanney,QB,0,0,0,,0,0,0,,0,,
24,0,0,0,3,1,0,0,0,0,0,Taywan Taylor,,0,0,0,,0,0,0,,1,,
27,0,0,0,8,3,0,0,0,0,0,Eric Tomlinson,TE,1,0,1,1.00,0,0,0,,1,,
30,0,0,0,1,0,0,0,0,0,0,Robert Turbin,,0,0,0,,0,0,0,,0,,
27,0,0,0,2,1,0,0,0,0,0,Jason Vander Laan,,0,0,0,,0,0,0,,0,,
23,0,0,0,1,0,0,0,0,0,0,Austin Walter,,0,0,0,,0,0,0,,0,,
24,0,0,0,1,0,0,0,0,0,0,Jester Weah,,0,0,0,,0,0,0,,0,,
23,0,1,0,5,0,0,0,0,0,0,Nsimba Webster,,0,0,0,,0,0,0,,0,,
25,0,0,0,1,0,0,0,0,0,0,Chad Williams,,0,0,0,,0,0,0,,1,,
22,0,0,0,11,0,0,0,0,0,0,Trayveon Williams,,0,0,0,,0,0,0,,0,,
23,0,0,0,3,0,0,0,0,0,0,Juwann Winfree,,0,0,0,,0,0,0,,0,,
27,0,0,0,3,0,2,1,0,0,3,Blake Bortles ,QB,0,0,0,,2,0,-9,-4.50,0,,
27,0,1,1,3,1,21,12,2,0,126,Sean Mannion,QB,0,0,0,,6,0,-5,-0.83,0,,
21,0,1,1,2,0,0,0,0,0,0,Greg Dortch,,0,0,0,,0,0,0,,0,,
27,0,1,1,1,1,0,0,0,0,0,Quincy Enunwa,WR,1,0,-4,-4.00,0,0,0,,3,,
23,0,3,1,6,0,0,0,0,0,0,Ray-Ray McCloud,,0,0,0,,0,0,0,,0,,
24,0,1,1,6,0,0,0,0,0,0,Darrius Shepherd,WR,1,0,1,1.00,0,0,0,,2,,
23,0,0,0,3,0,4,2,1,0,14,Jarrett Stidham,QB,0,0,0,,2,0,-2,-1.00,0,,
23,0,2,2,7,0,0,0,0,0,0,Michael Walker,WR,2,0,15,7.50,0,0,0,,3,,
25,0,2,2,4,0,0,0,0,0,0,Corey Clement,,0,0,0,,0,0,0,,0,,
